Date,Time,O3,PM_10,PM_25,NO2,SO2,CO,Temperature,Humidity,Precipitation
13/10/2021,03:15:04,45,12,7,6,2,133,8,57,9,Ясно
13/10/2021,04:15:04,41,12,7,6,2,135,8,57,9,Ясно
13/10/2021,05:15:05,41,13,7,6,2,136,8,57,6,Ясно
13/10/2021,06:15:04,41,13,7,6,2,137,8,57,6,Ясно
13/10/2021,07:15:05,40,13,7,6,2,138,9,57,9,Солнечно
13/10/2021,08:15:05,41,13,7,6,2,138,9,57,6,Солнечно
13/10/2021,09:15:05,42,14,7,6,2,138,10,53,9,Солнечно
13/10/2021,10:15:05,40,13,7,6,2,138,11,50,6,Солнечно
13/10/2021,11:15:04,40,13,7,6,2,138,12,46,9,Солнечно
13/10/2021,12:15:04,43,13,7,5,2,136,12,43,9,Солнечно
13/10/2021,13:15:04,48,14,8,5,2,133,13,43,17,Небольшая облачность
13/10/2021,14:15:06,48,15,8,5,2,132,12,54,17,Небольшой дождь
13/10/2021,15:15:05,47,15,9,5,2,131,12,54,9,Преимущественно облачно
13/10/2021,16:15:04,47,16,9,5,1,130,12,50,6,Преимущественно облачно
13/10/2021,17:15:04,47,16,9,5,1,130,12,50,9,Преимущественно облачно
13/10/2021,18:15:04,48,16,9,5,1,130,14,41,13,Преимущественно облачно
13/10/2021,19:15:05,48,17,10,5,1,130,14,38,9,Преимущественно облачно
13/10/2021,20:15:04,46,17,10,5,2,129,14,41,13,Преимущественно облачно
13/10/2021,21:15:04,45,17,10,5,2,128,14,38,9,Преимущественно облачно
13/10/2021,22:15:04,43,17,10,5,2,127,13,43,9,Облачно с прояснениями
13/10/2021,23:15:04,44,17,10,4,2,126,13,43,9,Небольшой дождь
14/10/2021,00:15:05,44,17,10,4,2,125,12,50,9,Небольшой дождь
14/10/2021,01:15:05,45,17,10,4,2,124,12,50,9,Преимущественно облачно
14/10/2021,02:15:04,44,17,10,4,2,124,12,46,9,Облачно с прояснениями
14/10/2021,03:15:05,44,17,10,4,2,125,12,46,9,Ясно
14/10/2021,04:15:04,43,16,10,4,2,125,11,46,13,Ясно
14/10/2021,05:15:04,43,16,10,5,2,126,10,46,9,Ясно
14/10/2021,06:15:09,42,17,10,5,2,128,9,49,6,Ясно
14/10/2021,07:15:05,42,17,10,5,2,129,8,49,9,Солнечно
14/10/2021,08:15:05,42,17,10,5,2,132,9,46,9,Солнечно
14/10/2021,09:15:04,42,18,11,6,2,134,10,40,9,Солнечно
14/10/2021,10:15:04,41,19,11,6,2,136,10,40,13,Солнечно
14/10/2021,11:15:05,45,20,11,5,2,135,10,40,13,Солнечно
14/10/2021,12:15:05,48,21,11,5,2,135,12,35,17,Солнечно
14/10/2021,13:15:04,52,22,11,5,2,134,14,28,13,Солнечно
14/10/2021,14:15:04,51,23,12,5,2,134,14,28,9,Солнечно
14/10/2021,15:15:04,51,24,13,6,2,133,14,28,13,Солнечно
14/10/2021,16:15:04,51,25,14,6,2,133,14,28,13,Небольшая облачность
14/10/2021,17:15:05,49,25,14,6,2,133,13,32,17,Небольшой дождь
14/10/2021,18:15:04,47,26,14,6,2,134,10,61,9,Облачно с прояснениями
14/10/2021,19:15:04,45,26,15,6,2,134,9,66,17,Небольшой дождь
14/10/2021,20:15:05,43,26,15,6,2,133,8,75,17,Небольшой дождь
14/10/2021,21:15:05,42,26,15,6,2,132,7,93,9,Преимущественно облачно
14/10/2021,22:15:06,41,26,15,6,2,131,8,81,13,Облачно
14/10/2021,23:15:04,41,26,15,5,1,130,8,81,13,Облачно
15/10/2021,00:15:04,41,26,15,5,1,130,8,81,13,Облачно
15/10/2021,01:15:04,41,26,15,4,1,129,8,93,6,Ливень
15/10/2021,02:15:04,41,25,15,4,1,128,8,100,9,Облачно
15/10/2021,03:15:04,41,23,14,4,1,128,9,100,9,Облачно
15/10/2021,04:15:05,41,22,13,4,1,127,9,100,9,Облачно
15/10/2021,05:15:05,40,21,13,5,1,128,9,93,24,Облачно
15/10/2021,06:15:04,39,20,12,5,1,128,7,93,24,Облачно
15/10/2021,07:15:05,38,19,11,5,1,129,6,100,24,Дождь
15/10/2021,08:15:04,37,18,11,6,1,133,7,93,28,Небольшой дождь
15/10/2021,09:15:04,35,18,11,6,1,137,7,100,28,Дождь
15/10/2021,10:15:04,33,17,11,6,1,142,6,100,28,Облачно
15/10/2021,11:15:05,32,18,11,6,1,144,6,100,28,Дождь
15/10/2021,12:15:05,30,18,12,7,1,146,6,100,28,Небольшой дождь
15/10/2021,13:15:04,29,18,12,7,1,148,6,93,24,Облачно
15/10/2021,14:15:05,28,18,12,7,1,152,6,87,24,Облачно
15/10/2021,15:15:04,41,6,5,2,1,131,6,87,20,Небольшой дождь
15/10/2021,16:15:04,34,10,4,6,1,131,6,87,20,Небольшой дождь
15/10/2021,17:15:04,34,10,4,6,1,130,5,93,20,Небольшой дождь
15/10/2021,18:15:04,34,10,4,7,1,129,5,100,17,Небольшой дождь
15/10/2021,19:15:04,35,9,4,6,1,128,6,87,17,Небольшой дождь
15/10/2021,20:15:04,35,9,4,6,2,132,6,87,17,Облачно
15/10/2021,21:15:04,35,10,4,7,2,135,6,87,17,Преимущественно облачно
15/10/2021,22:15:04,36,10,4,7,2,138,6,81,17,Облачно с прояснениями
15/10/2021,23:15:04,38,10,4,6,2,139,6,81,17,Облачно с прояснениями
16/10/2021,00:15:04,40,10,4,6,2,141,6,81,13,Облачно с прояснениями
16/10/2021,01:15:04,41,11,4,6,2,142,6,81,13,Облачно с прояснениями
16/10/2021,02:15:05,40,11,4,6,2,140,6,81,17,Облачно с прояснениями
16/10/2021,03:15:04,40,11,4,6,2,138,6,75,13,Облачно с прояснениями
16/10/2021,04:15:04,38,8,4,7,2,136,5,80,20,Облачно с прояснениями
16/10/2021,05:15:05,40,9,4,6,2,135,5,75,17,Облачно с прояснениями
16/10/2021,06:15:05,42,9,4,6,2,134,5,75,20,Облачно с прояснениями
16/10/2021,07:15:05,37,8,4,8,2,133,5,75,17,Небольшая облачность
16/10/2021,08:15:04,36,8,4,8,2,134,6,75,24,Небольшая облачность
16/10/2021,09:15:04,35,9,4,8,2,136,6,75,20,Небольшая облачность
16/10/2021,10:15:04,34,11,6,11,2,137,8,70,24,Небольшая облачность
16/10/2021,11:15:04,36,11,6,10,2,137,9,70,20,Небольшая облачность
16/10/2021,12:15:04,37,11,6,8,2,137,10,71,17,Небольшая облачность
16/10/2021,13:15:05,39,10,5,7,2,138,12,62,24,Небольшая облачность
16/10/2021,14:15:04,40,11,6,7,3,137,13,54,32,Солнечно
16/10/2021,15:15:05,42,11,6,6,3,137,12,54,24,Солнечно
16/10/2021,16:15:04,43,11,6,6,3,137,12,54,32,Солнечно
16/10/2021,17:15:05,45,12,6,6,3,136,12,54,24,Ясно
16/10/2021,18:15:04,46,12,6,6,2,135,10,57,24,Ясно
16/10/2021,19:15:04,48,12,6,5,2,134,9,61,17,Ясно
16/10/2021,20:15:04,47,13,7,6,2,135,10,57,24,Ясно
16/10/2021,21:15:05,45,13,7,6,3,136,9,61,24,Ясно
16/10/2021,22:15:04,44,14,7,7,3,138,9,61,20,Ясно
16/10/2021,23:15:04,43,14,7,6,3,138,8,61,20,Ясно
17/10/2021,00:15:05,43,13,7,5,3,138,7,65,13,Ясно
17/10/2021,01:15:04,42,13,7,5,3,139,8,65,17,Облачно с прояснениями
17/10/2021,02:15:05,41,13,7,4,4,138,8,70,17,Небольшой дождь
17/10/2021,03:15:04,40,13,7,4,4,138,7,75,13,Преимущественно облачно
17/10/2021,04:15:04,39,13,7,4,4,138,7,81,13,Облачно с прояснениями
17/10/2021,05:15:04,38,13,7,4,4,137,7,81,13,Облачно с прояснениями
17/10/2021,06:15:04,37,13,7,5,3,136,6,87,17,Облачно с прояснениями
17/10/2021,07:15:05,36,13,7,5,3,135,5,86,13,Небольшая облачность
17/10/2021,08:15:05,35,14,7,6,3,134,5,93,13,Солнечно
17/10/2021,09:15:04,34,15,7,8,3,132,7,81,17,Солнечно
17/10/2021,10:15:05,34,15,8,9,3,130,9,66,20,Солнечно
17/10/2021,11:15:04,38,15,7,8,3,126,10,61,24,Солнечно
17/10/2021,12:15:08,43,15,7,7,2,122,11,53,24,Небольшая облачность
17/10/2021,13:15:04,48,15,7,6,2,118,11,53,24,Небольшая облачность
17/10/2021,14:15:05,50,15,7,7,2,117,12,50,24,Небольшая облачность
17/10/2021,15:15:04,34,10,4,6,1,131,12,46,24,Небольшая облачность
17/10/2021,16:15:05,53,16,7,8,2,114,11,50,24,Небольшая облачность
17/10/2021,17:15:04,49,17,8,10,2,115,9,57,17,Облачно с прояснениями
17/10/2021,18:15:05,45,17,8,12,2,117,8,61,13,Облачно с прояснениями
17/10/2021,19:15:04,41,18,8,14,2,119,7,65,13,Облачно с прояснениями
17/10/2021,20:15:04,39,19,9,13,2,122,7,65,13,Ясно
17/10/2021,21:15:04,38,19,9,12,2,125,6,70,13,Ясно
17/10/2021,22:15:05,36,20,10,10,2,128,5,75,9,Ясно
17/10/2021,23:15:05,36,19,9,8,2,128,6,70,9,Ясно
18/10/2021,00:15:05,37,18,9,6,2,129,2,86,9,Ясно
18/10/2021,01:15:05,37,17,8,4,2,129,2,86,9,Ясно
18/10/2021,02:15:05,38,17,8,4,2,127,3,86,9,Ясно
18/10/2021,03:15:05,38,16,8,3,2,125,3,93,6,Облачно с прояснениями
18/10/2021,04:15:06,39,16,7,3,2,124,4,86,9,Облачно с прояснениями
18/10/2021,05:15:06,38,16,7,4,2,124,4,86,9,Облачно с прояснениями
18/10/2021,06:15:05,37,16,7,6,2,124,4,86,9,Облачно с прояснениями
18/10/2021,07:15:05,36,16,7,7,3,124,4,93,9,Небольшая облачность
18/10/2021,08:15:06,36,17,7,8,2,125,5,86,9,Небольшая облачность
18/10/2021,09:15:06,36,18,8,9,2,126,6,81,13,Небольшая облачность
18/10/2021,10:15:05,36,19,8,10,2,127,7,75,13,Небольшая облачность
18/10/2021,11:15:06,41,19,8,9,2,126,7,81,17,Небольшая облачность
18/10/2021,12:15:04,46,19,8,8,2,126,8,75,13,Небольшая облачность
18/10/2021,13:15:05,50,19,8,7,2,125,8,70,17,Небольшая облачность
18/10/2021,14:15:06,51,19,8,8,2,126,9,66,24,Небольшая облачность
18/10/2021,15:15:04,43,11,6,6,3,137,8,70,24,Небольшая облачность
18/10/2021,16:15:05,53,10,5,7,2,143,8,70,24,Небольшой дождь
18/10/2021,17:15:08,52,10,5,7,2,145,5,93,13,Ливень
18/10/2021,18:15:05,50,9,5,8,2,147,4,100,17,Облачно
18/10/2021,19:15:05,46,8,4,7,2,148,3,93,9,Преимущественно облачно
18/10/2021,20:15:04,46,8,4,7,2,144,3,100,9,Преимущественно облачно
18/10/2021,21:15:05,46,8,4,6,2,140,3,93,9,Преимущественно облачно
18/10/2021,22:15:06,45,8,4,6,2,136,2,93,13,Облачно с прояснениями
18/10/2021,23:15:06,45,9,5,6,2,136,1,93,9,Облачно с прояснениями
19/10/2021,00:15:06,45,9,5,6,2,135,0,100,9,Ясно
19/10/2021,01:15:05,44,9,5,7,2,132,0,100,6,Ясно
19/10/2021,02:15:06,43,9,5,8,2,136,-1,100,км/ч,Ясно
19/10/2021,03:15:06,41,10,6,8,3,139,0,100,2,Стелющийся туман
19/10/2021,04:15:06,39,10,6,9,3,143,0,100,6,Облачно с прояснениями
19/10/2021,05:15:04,40,11,6,9,3,144,1,93,6,Преимущественно облачно
19/10/2021,06:15:05,40,11,7,9,3,145,1,100,9,Преимущественно облачно
19/10/2021,07:15:06,38,10,6,8,3,146,1,100,6,Дождь
19/10/2021,08:15:04,39,10,6,8,3,143,1,100,9,Облачно
19/10/2021,09:15:05,40,10,6,8,3,141,2,100,6,Облачно
19/10/2021,10:15:06,40,9,6,8,3,138,2,100,13,Преимущественно облачно
19/10/2021,11:15:05,43,8,5,7,3,132,3,86,13,Преимущественно облачно
19/10/2021,12:15:05,46,8,5,7,2,126,3,86,9,Преимущественно облачно
19/10/2021,13:15:06,49,7,4,7,2,120,4,80,9,Снег
19/10/2021,14:15:05,49,7,4,7,2,120,4,75,17,Преимущественно облачно
19/10/2021,15:15:05,53,16,7,8,2,114,4,75,17,Преимущественно облачно
19/10/2021,16:15:05,45,7,4,7,2,119,3,86,17,Дождь
19/10/2021,17:15:05,43,7,4,7,2,122,3,86,9,Преимущественно облачно
19/10/2021,18:15:04,41,7,4,8,2,124,3,86,9,Облачно с прояснениями
19/10/2021,19:15:06,38,8,5,9,2,127,3,86,9,Облачно с прояснениями
19/10/2021,20:15:04,37,8,5,8,2,128,2,86,6,Облачно с прояснениями
19/10/2021,21:15:05,35,8,5,8,2,129,2,93,6,Облачно с прояснениями
19/10/2021,22:15:05,34,7,4,6,2,129,2,93,9,Облачно с прояснениями
19/10/2021,23:15:05,35,7,4,6,3,128,2,93,9,Облачно с прояснениями
20/10/2021,00:15:04,35,7,4,6,3,127,2,93,9,Преимущественно облачно
20/10/2021,01:15:05,39,7,4,6,2,126,2,93,9,Преимущественно облачно
20/10/2021,02:15:04,38,6,4,6,2,126,2,93,9,Преимущественно облачно
20/10/2021,03:15:05,38,6,4,6,2,125,2,93,9,Преимущественно облачно
20/10/2021,04:15:05,39,7,4,6,2,125,2,93,9,Преимущественно облачно
20/10/2021,05:15:10,39,7,4,6,2,126,2,86,9,Преимущественно облачно
20/10/2021,06:15:05,39,7,4,6,2,127,1,93,9,Преимущественно облачно
20/10/2021,07:15:05,38,7,4,6,2,127,2,86,9,Преимущественно облачно
20/10/2021,08:15:04,38,7,4,6,2,127,2,93,9,Преимущественно облачно
20/10/2021,09:15:05,38,7,4,6,2,126,3,86,13,Облачно
20/10/2021,10:15:05,38,6,4,6,2,125,3,80,17,Небольшая облачность
20/10/2021,11:15:06,40,6,4,6,2,123,3,64,20,Преимущественно облачно
20/10/2021,12:15:06,42,6,4,6,2,121,4,56,20,Преимущественно облачно
20/10/2021,13:15:06,45,6,4,6,2,121,3,60,20,Преимущественно облачно
20/10/2021,14:15:06,45,6,3,6,2,121,3,60,17,Преимущественно облачно
20/10/2021,15:15:05,45,6,3,7,2,121,3,64,13,Преимущественно облачно
20/10/2021,16:15:05,44,5,3,7,2,122,3,60,13,Преимущественно облачно
20/10/2021,17:15:05,41,6,3,8,2,124,3,64,9,Преимущественно облачно
20/10/2021,18:15:05,38,6,4,9,2,126,-1,80,6,Облачно с прояснениями
20/10/2021,19:15:06,35,7,4,10,2,128,0,74,6,Преимущественно облачно
20/10/2021,20:15:06,35,7,4,9,2,128,-1,86,13,Облачно с прояснениями
20/10/2021,21:15:05,34,7,4,8,2,127,0,86,13,Облачно с прояснениями
20/10/2021,22:15:05,32,7,5,7,2,126,0,93,13,Облачно с прояснениями
20/10/2021,23:15:05,32,8,5,7,2,138,0,86,17,Облачно с прояснениями
21/10/2021,00:15:06,32,8,6,7,2,150,1,80,13,Преимущественно облачно
21/10/2021,01:15:05,34,9,6,8,2,169,1,80,20,Облачно
21/10/2021,02:15:06,37,8,6,8,2,157,1,86,24,Небольшой снег
21/10/2021,03:15:06,39,8,5,7,2,144,1,93,20,Небольшой снегопад
21/10/2021,04:15:06,44,6,4,7,2,131,1,93,32,Ливень
21/10/2021,05:15:05,43,6,4,7,2,129,2,93,32,Небольшой ливень
21/10/2021,06:15:06,43,6,4,7,2,126,2,100,24,Ливень
21/10/2021,07:15:06,41,6,4,7,2,124,2,100,24,Ливень
21/10/2021,08:15:05,41,6,4,7,2,125,3,100,20,Облачно
21/10/2021,09:15:06,40,6,4,7,1,125,4,100,24,Ливень
21/10/2021,10:15:05,38,11,6,9,1,125,6,100,28,Небольшой ливень
21/10/2021,11:15:06,39,11,6,9,1,126,7,93,20,Ливень
21/10/2021,12:15:06,40,11,6,8,1,127,7,100,24,Небольшой ливень
21/10/2021,13:15:05,39,11,6,8,1,126,8,100,20,Облачно
21/10/2021,14:15:06,38,12,6,8,1,126,9,93,24,Облачно
21/10/2021,15:15:05,38,12,6,8,2,125,9,100,24,Облачно
21/10/2021,16:15:05,37,11,7,9,2,125,10,93,20,Облачно
21/10/2021,17:15:05,36,12,7,9,2,132,11,93,20,Облачно
21/10/2021,18:15:06,36,12,7,9,3,139,11,93,20,Облачно
21/10/2021,19:15:05,36,12,7,9,3,146,11,93,13,Облачно
21/10/2021,20:15:06,36,12,7,8,3,153,11,93,13,Преимущественно облачно
21/10/2021,21:15:06,37,12,7,8,4,160,11,87,17,Облачно с прояснениями
21/10/2021,22:15:06,35,12,7,7,4,167,11,87,17,Облачно с прояснениями
21/10/2021,23:15:06,36,12,7,7,4,158,11,87,17,Облачно с прояснениями
22/10/2021,00:15:06,37,12,7,7,4,149,11,87,20,Небольшой дождь
22/10/2021,01:15:06,34,12,7,8,3,149,10,93,17,Облачно с прояснениями
22/10/2021,02:15:06,36,12,7,7,3,140,10,93,17,Облачно с прояснениями
22/10/2021,03:15:05,38,11,7,7,2,132,10,87,17,Облачно с прояснениями
22/10/2021,04:15:06,39,11,7,8,2,123,10,87,17,Облачно с прояснениями
22/10/2021,05:15:05,41,11,6,8,2,124,9,87,9,Облачно с прояснениями
22/10/2021,06:15:05,43,11,6,7,2,125,10,81,13,Ясно
22/10/2021,07:15:06,47,12,7,7,2,125,10,81,20,Солнечно
22/10/2021,08:15:06,46,12,7,7,2,127,10,81,17,Солнечно
22/10/2021,09:15:06,46,12,7,8,2,129,11,81,17,Небольшая облачность
22/10/2021,10:15:06,44,12,7,10,2,131,12,76,20,Небольшая облачность
22/10/2021,11:15:06,47,12,7,9,2,130,13,71,24,Солнечно
22/10/2021,12:15:06,50,12,7,8,2,130,13,71,24,Небольшая облачность
22/10/2021,13:15:07,49,12,7,6,3,131,14,67,28,Небольшая облачность
22/10/2021,14:15:07,50,12,7,6,3,133,14,67,20,Небольшая облачность
22/10/2021,15:15:06,50,12,7,6,3,135,14,62,20,Небольшая облачность
22/10/2021,16:15:07,50,12,7,8,3,137,13,62,28,Небольшая облачность
22/10/2021,17:15:06,51,13,7,7,2,150,11,76,17,Облачно с прояснениями
22/10/2021,18:15:05,51,13,7,7,2,150,11,76,24,Облачно с прояснениями
22/10/2021,19:15:07,45,13,7,6,2,177,11,71,20,Облачно с прояснениями
22/10/2021,20:15:06,47,12,7,5,2,168,9,76,20,Облачно с прояснениями
22/10/2021,21:15:06,48,12,6,5,2,158,8,81,20,Облачно с прояснениями
22/10/2021,22:15:06,50,12,7,6,2,149,7,81,17,Облачно с прояснениями
22/10/2021,23:15:05,50,11,6,6,2,143,7,75,17,Облачно с прояснениями
23/10/2021,00:15:06,50,11,6,6,2,138,6,75,17,Облачно с прояснениями
23/10/2021,01:15:06,47,11,6,7,2,128,7,70,17,Облачно с прояснениями
23/10/2021,02:15:06,47,11,6,7,2,127,6,75,17,Ясно
23/10/2021,03:15:06,48,10,6,7,2,125,6,70,17,Ясно
23/10/2021,04:15:06,53,9,5,6,2,123,6,70,17,Ясно
23/10/2021,05:15:06,54,9,5,6,2,123,5,75,13,Ясно
23/10/2021,06:15:06,55,9,5,6,2,124,4,80,13,Ясно
23/10/2021,07:15:06,51,9,5,6,2,124,5,75,13,Солнечно
23/10/2021,08:15:06,50,9,5,7,2,125,5,75,17,Солнечно
23/10/2021,09:15:06,48,9,5,7,2,126,5,70,17,Солнечно
23/10/2021,10:15:05,42,8,4,9,2,128,7,65,17,Солнечно
23/10/2021,11:15:06,46,8,4,8,2,126,9,57,20,Небольшая облачность
23/10/2021,12:15:06,50,9,5,8,2,124,10,53,20,Небольшая облачность
23/10/2021,13:15:05,53,8,4,6,2,119,10,53,24,Небольшая облачность
23/10/2021,14:15:06,54,8,4,6,2,120,11,46,20,Небольшая облачность
23/10/2021,15:15:07,55,9,4,7,2,121,10,53,20,Небольшая облачность
23/10/2021,16:15:06,56,9,4,7,2,122,9,53,17,Небольшая облачность
23/10/2021,17:15:05,53,9,5,8,2,125,8,65,9,Преимущественно облачно
23/10/2021,18:15:05,51,10,5,9,2,128,9,57,13,Преимущественно облачно
23/10/2021,19:15:06,43,9,5,8,2,131,8,61,13,Преимущественно облачно
23/10/2021,20:15:06,44,9,5,7,2,132,6,87,17,Небольшой дождь
23/10/2021,21:15:06,45,8,5,6,2,133,7,81,13,Небольшой дождь
23/10/2021,22:15:06,44,8,5,7,2,134,6,87,9,Преимущественно облачно
23/10/2021,23:15:06,45,8,5,7,2,135,5,86,9,Облачно с прояснениями
24/10/2021,00:15:05,45,8,5,6,2,136,5,80,13,Облачно с прояснениями
24/10/2021,01:15:06,45,8,5,7,3,128,4,80,9,Ясно
24/10/2021,02:15:05,44,8,5,7,3,128,4,86,13,Ясно
24/10/2021,03:15:06,42,8,5,8,3,128,3,86,9,Преимущественно облачно
24/10/2021,04:15:06,40,9,6,8,3,129,3,86,9,Облачно с прояснениями
24/10/2021,05:15:06,39,10,6,8,4,130,3,86,9,Облачно с прояснениями
24/10/2021,06:15:06,38,10,6,9,4,131,3,93,13,Небольшой дождь
24/10/2021,07:15:06,37,10,6,8,4,132,3,93,13,Небольшой дождь
24/10/2021,08:15:06,36,10,6,8,3,132,3,93,9,Небольшой дождь
24/10/2021,09:15:06,35,10,6,8,3,132,3,93,9,Преимущественно облачно
24/10/2021,10:15:06,33,10,6,8,3,132,3,93,13,Облачно
24/10/2021,11:15:06,36,10,5,8,3,128,4,93,9,Преимущественно облачно
24/10/2021,12:15:06,39,9,5,7,2,124,5,86,9,Преимущественно облачно
